Setup title	"Solar Cell Cp-V"
Application test name	"Solar Cell Cp-V"
Test date	4/3/2023
Test time	18:28:56
Device ID	
Count	13
Flags	
Remarks	
Name	Anode	VdcStart	VdcStop	VdcStep	OscLevel	FREQ	IntegTime	HoldTime	DelayTime	CpMin	CpMax	GMin	GMax	NMin	NMax
Value	"CMU1:MF	MFCMU"	-5	5	0.1	0.06	50000	MEDIUM	0	0	1E-15	5E-07	0	0.005	1E+15	1E+17
Name	Temp	Area	Es
Value	25	1	25.5
Vdc	Cp	Cp_2	G	N	W	Rp	D
-1.9	4.58249E-11	4.76208286378119E+20	5.91897E-08	-7608706276.80438	0.000492705481081246	16894831.3642407	0.00411144741619894
-1.8	4.24339E-11	5.55359368931562E+20	7.02187E-08	-8424382028.60681	0.000532078819057405	14241220.6435038	0.00526732315553823
-1.7	4.05732E-11	6.07465302109952E+20	5.62514E-08	-13679639932.1529	0.000556480124811452	17777335.3196543	0.00441310439691309
-1.6	3.96466E-11	6.36191850630208E+20	4.76624E-08	-22331794399.2482	0.000569485892863449	20980898.9895599	0.0038266618371437
-1.5	3.90143E-11	6.56980322026894E+20	6.14311E-08	-35000365486.7699	0.00057871548124662	16278399.703082	0.00501204082840138
-1.4	3.86974E-11	6.67784641993424E+20	4.19463E-08	-53461532942.5635	0.000583454686878188	23840004.958721	0.00345034084430337
-1.3	3.84143E-11	6.77663590605215E+20	5.90191E-08	-69221904642.9796	0.000587754544531594	16943667.3890317	0.00489046084496516
-1.2	3.82427E-11	6.83758765360339E+20	3.86343E-08	-121298085677.775	0.000590391876096615	25883735.4371633	0.00321569335737109
-1.1	3.81585E-11	6.86779639207971E+20	5.94662E-08	-2223435801535.7	0.000591694626361099	16816275.4640451	0.0049605407324154
-1	3.82288E-11	6.8425608542854E+20	5.06347E-08	121251158029.37	0.000590606542711254	19749302.3558943	0.00421606893074186
-0.9	3.84144E-11	6.77660062435005E+20	6.4169E-08	63029533349.9497	0.000587753014494565	15583848.8990011	0.00531717977803449
-0.8	3.87285E-11	6.66712575494546E+20	3.79707E-08	37645924396.6473	0.000582986157480925	26336095.9898027	0.00312081521239447
-0.7	3.9275E-11	6.48287447412745E+20	6.29371E-08	27546969381.0414	0.000574874077657543	15888879.5321043	0.00510082778809495
-0.6	3.99498E-11	6.2657170812128E+20	6.24741E-08	22048295354.9007	0.000565163765525735	16006633.1487769	0.00497777802653324
-0.5	4.08884E-11	5.98135758737456E+20	4.09032E-08	18407169376.6506	0.000552190337601863	24447964.9513974	0.00318425101900689
-0.4	4.20146E-11	5.66499503545248E+20	5.5695E-08	18624974002.9741	0.000537388893384681	17954933.1178741	0.00421954965916865
-0.3	4.30824E-11	5.38766052004805E+20	7.79017E-08	20361856797.3108	0.000524069675784079	12836690.3418026	0.00575568706955278
-0.2	4.41858E-11	5.12194080642664E+20	4.61145E-08	22126513750.7829	0.000510982700324539	21685153.2598207	0.0033220403945218
-0.1	4.52312E-11	4.88791652200376E+20	8.628E-08	27212606104.1648	0.000499172681688746	11590171.5345387	0.00607186565466855
0	4.60502E-11	4.71559999502946E+20	6.8335E-08	32390423779.7523	0.000490294925972091	14633789.4197703	0.00472347700387291
0.1	4.68986E-11	4.54653190413685E+20	6.52852E-08	37439047172.9003	0.000481425445535688	15317407.3143683	0.00443103303328698
0.2	4.75638E-11	4.42025080001571E+20	8.84118E-08	47925011014.1731	0.000474692505645049	11310707.3942619	0.00591675812178824
0.3	4.81359E-11	4.31580493693118E+20	8.84177E-08	52645077749.5591	0.000469050737599172	11309952.6452283	0.00584682700928821
0.4	4.87358E-11	4.21021041414714E+20	6.83508E-08	57648462899.5005	0.000463277085838337	14630406.6667837	0.0044642204228876
0.5	4.92426E-11	4.12399422961232E+20	9.91982E-08	71593287640.1269	0.000458509083598348	10080828.0795418	0.00641228687186397
0.6	4.96551E-11	4.05576028608233E+20	9.4249E-08	82056119300.3111	0.000454700109354326	10610192.1505798	0.00604175370967809
0.7	5.00674E-11	3.98923776612263E+20	7.34231E-08	80814469979.5235	0.000450955699716782	13619691.8953299	0.00466796730093174
0.8	5.05145E-11	3.9189333979347E+20	7.60298E-08	81999406781.6635	0.000446964325094775	13152737.4792516	0.00479090894388393
0.9	5.09357E-11	3.85438810222152E+20	9.47556E-08	91910528813.7279	0.000443268265676137	10553465.9692936	0.00592151364392448
1	5.13082E-11	3.79862517441215E+20	9.82563E-08	95195422640.3602	0.000440050116745472	10177464.4475723	0.0060957023769784
1.1	5.1721E-11	3.7382313360882E+20	8.33909E-08	96466902342.2717	0.000436537951702403	11991716.1225026	0.00513217994388557
1.2	5.21003E-11	3.68399940976009E+20	1.00241E-07	113278389677.838	0.000433359873167717	9975957.94136132	0.00612428360315726
1.3	5.24098E-11	3.64061702080666E+20	1.02699E-07	115574926680.486	0.000430800716659861	9737193.15670065	0.00623740350110044
1.4	5.27903E-11	3.58832474430979E+20	9.63112E-08	99134390080.8197	0.000427695606958096	10383008.41439	0.00580728033563591
1.5	5.32316E-11	3.52907558260763E+20	8.41657E-08	106636294125.111	0.000424149929740981	11881324.5775892	0.00503287039795645
1.6	5.357E-11	3.48463028891523E+20	1.04874E-07	115112036291.252	0.00042147058801568	9535251.82600072	0.00623155329543537
1.7	5.39712E-11	3.4330161886393E+20	9.22798E-08	108351943661.134	0.000418337546691569	10836607.7949887	0.00544245312964514
1.8	5.43721E-11	3.38257773617856E+20	9.49302E-08	130544886881.416	0.000415253032345633	10534055.5481817	0.00555748649719472
1.9	5.46496E-11	3.34831281412381E+20	1.06217E-07	164039054317.758	0.000413144458513878	9414688.7974618	0.00618667312858506
2	5.49221E-11	3.31516944435082E+20	9.42189E-08	176652568396.645	0.00041109461218708	10613581.7760555	0.00546060826795944
2.1	5.51677E-11	3.28571767302306E+20	1.00265E-07	230466416854.322	0.000409264468157998	9973570.0393956	0.00578514977753755
2.2	5.53239E-11	3.26719025243416E+20	1.16471E-07	412911810253.973	0.000408108961949537	8585828.23192039	0.00670123956440555
2.3	5.53939E-11	3.25893812308043E+20	1.09204E-07	450054581949.548	0.000407593244021454	9157173.7299	0.00627518784754701
2.4	5.55331E-11	3.24262080488694E+20	9.01539E-08	339257319263.176	0.000406571565426746	11092143.5456481	0.00516752669093425
2.5	5.5673E-11	3.2263445965248E+20	1.03154E-07	632958999022.64	0.000405549896718338	9694243.55817516	0.00589782084662422
2.6	5.56833E-11	3.22515112286698E+20	1.13145E-07	2442558809747.07	0.000405474880260329	8838216.44792081	0.00646785877853398
2.7	5.57121E-11	3.22181754382888E+20	8.9381E-08	633064610397.356	0.000405265272714545	11188060.1022589	0.00510676422841727
2.8	5.58347E-11	3.20768435523696E+20	1.11574E-07	1003670975009.28	0.000404375404542337	8962661.55197447	0.00636075903355426
2.9	5.58076E-11	3.21080039506208E+20	1.18899E-07	5349098701518.16	0.000404571768002924	8410499.66778526	0.00678164392616348
3	5.58527E-11	3.20561716727472E+20	8.7875E-08	703511570809.155	0.000404245083944017	11379800.8534851	0.00500808040585463
3.1	5.59447E-11	3.19508268279776E+20	1.05272E-07	1307876832896.93	0.000403580310556675	9499202.06702637	0.00598968594672033
3.2	5.59265E-11	3.19716255429706E+20	1.18546E-07	-2429745128520.8	0.000403711646536079	8435544.00823309	0.00674713485870798
3.3	5.59049E-11	3.19963360968915E+20	9.91263E-08	4814171176879.68	0.000403867628776726	10088140.0798779	0.00564402785280508
3.4	5.59466E-11	3.19486567036038E+20	9.55004E-08	784151817899.209	0.000403566604583657	10471160.3302185	0.00543352437047366
3.5	5.60285E-11	3.18553226835167E+20	9.06843E-08	1561646394820.62	0.000402976688649527	11027267.1234161	0.00515196894645832
3.6	5.60087E-11	3.18778494294265E+20	1.13517E-07	6899257807930.08	0.000403119147561004	8809253.23960288	0.00645142332350768
3.7	5.60426E-11	3.18392954632672E+20	1.00857E-07	1190129909722.71	0.000402875302002405	9915028.20825525	0.00572846016973636
3.8	5.60905E-11	3.1784938627385E+20	1.09585E-07	3926647633229.24	0.000402531255738494	9125336.49678332	0.00621887643673341
3.9	5.60674E-11	3.18111350743618E+20	1.09571E-07	-8787121005757.02	0.00040269710027574	9126502.45046591	0.00622064382137444
4	5.60794E-11	3.17975224901056E+20	1.12259E-07	2475843619207.95	0.0004026109302168	8907971.74391363	0.00637188513306404
4.1	5.61068E-11	3.17664731564652E+20	9.34361E-08	882645915445.901	0.000402414313416556	10702501.4956746	0.00530089656805678
4.2	5.61902E-11	3.16722447059897E+20	1.04171E-07	2407810180975.99	0.000401817032151514	9599600.65661269	0.00590114631264171
4.3	5.61474E-11	3.17205493019522E+20	1.12883E-07	-1887308654474.52	0.000402123328952008	8858729.83531621	0.00639954385814729
4.4	5.61383E-11	3.17308339167072E+20	1.07856E-07	20390786870561.1	0.000402188513011616	9271621.42115413	0.00611554519539202
4.5	5.61522E-11	3.17151264644155E+20	9.61481E-08	2061890861118.34	0.000402088954662507	10400621.5411433	0.00545034580440222
4.6	5.61858E-11	3.16772055086614E+20	9.40083E-08	1101250029764.33	0.000401848499086958	10637358.6162073	0.00532586014141281
4.7	5.62413E-11	3.16147170011171E+20	1.1129E-07	-7001964569568.77	0.000401451947234506	8985533.29140084	0.00629869992930516
4.8	5.61718E-11	3.16929976371915E+20	9.14135E-08	4453077841225.79	0.000401948653950915	10939303.2757744	0.00518014747269436
4.9	5.62634E-11	3.15898856533642E+20	1.03394E-07	65329862249540.9	0.000401294258789906	9671741.10683405	0.00584951004953401
5	5.61733E-11	3.16913050586273E+20	1.10173E-07	-545141850117.846	0.000401937920684738	9076634.02103964	0.00624302917765836
